sample,_study,detailed_category,_sample_type,primary disease or tissue,CLDN4
TCGA-20-1686-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.577
GTEX-QDVN-1926-SM-48TZ8,GTEX,Testis,Normal Tissue,Testis,-0.6193
GTEX-111YS-2326-SM-5987L,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-1.781
TCGA-DU-7304-02,TCGA,Brain Lower Grade Glioma,Recurrent Tumor,Brain Lower Grade Glioma,-3.171
TCGA-OL-A66I-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.449
GTEX-131XG-2526-SM-5HL7F,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,-1.214
GTEX-13RTJ-2226-SM-5S2Q1,GTEX,Kidney - Cortex,Normal Tissue,Kidney - Cortex,6.518
TCGA-B0-5109-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,5.039
TCGA-85-7843-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,4.998
GTEX-S7PM-0526-SM-3NM92,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-3.816
TCGA-BP-4346-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,6.203
GTEX-SIU7-1626-SM-4BRUK,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,7.701
TCGA-12-0616-01,TCGA,Glioblastoma Multiforme,Primary Tumor,Glioblastoma Multiforme,-0.8863
TCGA-FD-A5C1-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,9.371
TCGA-KS-A41L-11,TCGA,Thyroid Carcinoma,Solid Tissue Normal,Thyroid Carcinoma,8.115
TCGA-FE-A233-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,9.062
GTEX-PWOO-1726-SM-48TDC,GTEX,Ovary,Normal Tissue,Ovary,-0.9686
GTEX-TKQ2-0926-SM-4DXU5,GTEX,Stomach,Normal Tissue,Stomach,-0.1504
TCGA-50-6594-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,9.013
GTEX-OOBJ-0826-SM-3NB2K,GTEX,Liver,Normal Tissue,Liver,-0.7588
TCGA-DU-A6S8-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-3.047
TCGA-CW-6087-11,TCGA,Kidney Clear Cell Carcinoma,Solid Tissue Normal,Kidney Clear Cell Carcinoma,5.666
GTEX-11P82-0926-SM-5986X,GTEX,Minor Salivary Gland,Normal Tissue,Minor Salivary Gland,8.068
GTEX-R55G-0226-SM-48FEI,GTEX,Spleen,Normal Tissue,Spleen,-0.9686
GTEX-132AR-1826-SM-5EGHR,GTEX,Pancreas,Normal Tissue,Pancreas,5.077
GTEX-ZPU1-0926-SM-57WDO,GTEX,Lung,Normal Tissue,Lung,6.304
TARGET-20-PARZWH-09,TARGET,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Bone Marrow,Acute Myeloid Leukemia,-9.966
GTEX-WYVS-1326-SM-4ONCQ,GTEX,Stomach,Normal Tissue,Stomach,0.1519
GTEX-14BIN-0926-SM-5S2OZ,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,-1.732
TCGA-G4-6310-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.342
TCGA-HT-7858-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-2.466
TCGA-CV-7438-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,4.512
GTEX-14E6E-2226-SM-5SI6F,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,-1.214
TCGA-2G-AAFV-01,TCGA,Testicular Germ Cell Tumor,Primary Tumor,Testicular Germ Cell Tumor,4.667
TCGA-UZ-A9PV-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,8.23
GTEX-144GN-0426-SM-5O9AP,GTEX,Lung,Normal Tissue,Lung,6.655
TCGA-C8-A12V-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.562
TCGA-46-3765-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,6.976
GTEX-ZP4G-1726-SM-4WWCM,GTEX,Colon - Transverse,Normal Tissue,Colon - Transverse,7.506
TCGA-32-1982-01,TCGA,Glioblastoma Multiforme,Primary Tumor,Glioblastoma Multiforme,0.0854
TCGA-A7-A26E-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.399
GTEX-P78B-1326-SM-3P611,GTEX,Liver,Normal Tissue,Liver,-1.117
GTEX-XV7Q-1126-SM-4BRVS,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,7.679
TCGA-HE-A5NL-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,8.048
GTEX-11EMC-0826-SM-59862,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-2.178
GTEX-12WSM-1826-SM-5BC64,GTEX,Minor Salivary Gland,Normal Tissue,Minor Salivary Gland,6.03
TCGA-AO-A03N-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.41
TCGA-39-5040-11,TCGA,Lung Squamous Cell Carcinoma,Solid Tissue Normal,Lung Squamous Cell Carcinoma,6.601
TCGA-MP-A5C7-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,7.656
GTEX-ZYVF-1626-SM-5N9EH,GTEX,Adrenal Gland,Normal Tissue,Adrenal Gland,-2.826
TARGET-50-PAJNCJ-01,TARGET,Wilms Tumor,Primary Solid Tumor,Wilms Tumor,5.179
GTEX-YEC3-2426-SM-5IFJR,GTEX,Colon - Transverse,Normal Tissue,Colon - Transverse,6.836
GTEX-QVJO-1325-SM-2S1QX,GTEX,Brain - Cerebellum,Normal Tissue,Brain - Cerebellum,0.4657
TCGA-B0-5094-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,6.119
GTEX-XMD1-0011-R3B-SM-4AT5R,GTEX,Brain - Anterior Cingulate Cortex (Ba24),Normal Tissue,Brain - Anterior Cingulate Cortex (Ba24),-2.635
TCGA-MH-A855-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,7.816
GTEX-YBZK-0008-SM-59HL6,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,-0.2159
GTEX-1212Z-0006-SM-5NQ8M,GTEX,Whole Blood,Normal Tissue,Whole Blood,-4.035
TCGA-ZP-A9D4-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,1.872
GTEX-11ZUS-1326-SM-5FQUC,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,-2.114
TCGA-CE-A3MD-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,7.294
GTEX-13OVI-2126-SM-5KM3U,GTEX,Colon - Sigmoid,Normal Tissue,Colon - Sigmoid,1.221
TCGA-BH-A0HO-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.162
GTEX-ZE7O-0011-R10a-SM-57WAZ,GTEX,Brain - Frontal Cortex (Ba9),Normal Tissue,Brain - Frontal Cortex (Ba9),-2.548
TCGA-OR-A5KU-01,TCGA,Adrenocortical Cancer,Primary Tumor,Adrenocortical Cancer,-0.0574
TCGA-CA-5255-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.576
TCGA-CV-A45U-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,7.4
GTEX-S4UY-1326-SM-4AD4X,GTEX,Vagina,Normal Tissue,Vagina,2.907
TCGA-WB-A81G-01,TCGA,Pheochromocytoma & Paraganglioma,Primary Tumor,Pheochromocytoma & Paraganglioma,-4.293
TCGA-97-7547-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.812
TCGA-NH-A6GA-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.758
TARGET-21-PANVPB-09,TARGET,"Acute Myeloid Leukemia, Induction Failure Subproject",Primary Blood Derived Cancer - Bone Marrow,"Acute Myeloid Leukemia, Induction Failure Subproject",-9.966
TCGA-DK-A1A5-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,8.791
TCGA-AR-A1AN-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.211
TCGA-04-1362-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,8.273
TCGA-CV-7438-11,TCGA,Head & Neck Squamous Cell Carcinoma,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,7.662
GTEX-11LCK-0326-SM-5A5M7,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),-1.248
TCGA-KP-A3W3-01,TCGA,Uterine Corpus Endometrioid Carcinoma,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,7.704
TCGA-KK-A6E0-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.286
TCGA-HC-8260-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.015
GTEX-PVOW-0426-SM-5N9DW,GTEX,Heart - Left Ventricle,Normal Tissue,Heart - Left Ventricle,-3.308
GTEX-Y114-0726-SM-4TT6U,GTEX,Spleen,Normal Tissue,Spleen,-0.7108
TCGA-ER-A199-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-1.685
TCGA-MT-A51X-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,7.455
TCGA-EJ-5504-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.836
TCGA-A8-A09X-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.045
TCGA-HT-7860-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-0.4131
GTEX-11P81-2226-SM-5PNYI,GTEX,Skin - Not Sun Exposed (Suprapubic),Normal Tissue,Skin - Not Sun Exposed (Suprapubic),7.521
TCGA-61-1911-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.621
GTEX-11DXW-0626-SM-5N9ER,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,7.063
GTEX-Y111-1926-SM-4SOIS,GTEX,Thyroid,Normal Tissue,Thyroid,6.39
GTEX-11I78-1126-SM-5A5K5,GTEX,Small Intestine - Terminal Ileum,Normal Tissue,Small Intestine - Terminal Ileum,7.578
GTEX-U8XE-0826-SM-4E3J1,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,-3.626
GTEX-WEY5-0326-SM-4LMI7,GTEX,Artery - Coronary,Normal Tissue,Artery - Coronary,-2.053
TCGA-V1-A9Z8-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.867
TCGA-CV-7177-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,8.938
TCGA-AR-A254-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,5.873
TCGA-EJ-8472-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.295
TCGA-AA-3655-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.214
TCGA-DU-7006-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,0.24
TCGA-43-6773-11,TCGA,Lung Squamous Cell Carcinoma,Solid Tissue Normal,Lung Squamous Cell Carcinoma,6.367
TCGA-5C-A9VH-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,6.208
GTEX-ZF28-1426-SM-5S2OG,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),-1.392
GTEX-O5YT-1326-SM-3MJGR,GTEX,Adrenal Gland,Normal Tissue,Adrenal Gland,-2.315
GTEX-XV7Q-2226-SM-4BRVY,GTEX,Colon - Sigmoid,Normal Tissue,Colon - Sigmoid,-1.117
TCGA-50-5935-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,9.326
GTEX-OXRL-0526-SM-2I3EZ,GTEX,Lung,Normal Tissue,Lung,7.004
TCGA-NA-A5I1-01,TCGA,Uterine Carcinosarcoma,Primary Tumor,Uterine Carcinosarcoma,6.459
GTEX-TKQ1-0426-SM-4DXT4,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-0.0574
TCGA-PE-A5DE-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.292
TCGA-DZ-6134-11,TCGA,Kidney Papillary Cell Carcinoma,Solid Tissue Normal,Kidney Papillary Cell Carcinoma,6.551
GTEX-13G51-3026-SM-5IJB8,GTEX,Brain - Cortex,Normal Tissue,Brain - Cortex,-1.685
TCGA-TQ-A7RS-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-1.392
TCGA-B0-4836-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,4.348
TCGA-A6-2678-11,TCGA,Colon Adenocarcinoma,Solid Tissue Normal,Colon Adenocarcinoma,9.648
GTEX-WHWD-0008-SM-4OOSU,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,0.3346
GTEX-W5X1-0008-SM-4LMKA,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,0.8488
TCGA-55-7914-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.212
GTEX-ZG7Y-1126-SM-4WWEZ,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,7.615
GTEX-13FHP-0011-R11b-SM-5LZXP,GTEX,Brain - Cerebellar Hemisphere,Normal Tissue,Brain - Cerebellar Hemisphere,0.3231
GTEX-WZTO-0006-SM-3NM9T,GTEX,Whole Blood,Normal Tissue,Whole Blood,-4.035
TARGET-20-PARCUK-09,TARGET,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Bone Marrow,Acute Myeloid Leukemia,-9.966
TCGA-CR-7371-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,7.971
TCGA-BR-A453-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,4.726
TCGA-24-1564-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.904
TCGA-FV-A4ZP-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,5.542
GTEX-QLQ7-1526-SM-2S1QA,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,-0.4325
TCGA-C5-A2LZ-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,7.969
GTEX-VUSG-1426-SM-3GIJN,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),-2.727
GTEX-131XE-1926-SM-5IFER,GTEX,Pancreas,Normal Tissue,Pancreas,6.276
GTEX-13N11-2726-SM-5L3ER,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-1.685
TCGA-BH-A0HL-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.59
TARGET-10-PAPAGK-09,TARGET,Acute Lymphoblastic Leukemia,Primary Blood Derived Cancer - Bone Marrow,Acute Lymphoblastic Leukemia,-2.548
GTEX-11LCK-0005-SM-5O98U,GTEX,Whole Blood,Normal Tissue,Whole Blood,-2.548
TARGET-10-PAPAGK-04,TARGET,Acute Lymphoblastic Leukemia,Recurrent Blood Derived Cancer - Bone Marrow,Acute Lymphoblastic Leukemia,-4.035
TCGA-66-2781-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.563
TCGA-DX-A6BF-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,-0.0877
TCGA-HU-A4GF-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,8.867
TCGA-DD-AAEE-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,-2.826
K-562-SM-4KKZ9,GTEX,Cells - Leukemia Cell Line (Cml),Cell Line,Cells - Leukemia Cell Line (Cml),-1.117
GTEX-WWYW-0011-R11A-SM-3NB38,GTEX,Brain - Cerebellar Hemisphere,Normal Tissue,Brain - Cerebellar Hemisphere,0.099
TCGA-39-5034-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.858
GTEX-XUJ4-0626-SM-4BOOO,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-2.466
TCGA-85-A50M-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,8.391
TCGA-97-7546-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.131
TCGA-DS-A0VM-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,8.468
TCGA-D8-A27E-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,5.884
TCGA-KN-8437-01,TCGA,Kidney Chromophobe,Primary Tumor,Kidney Chromophobe,5.692
TCGA-CQ-7065-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,4.506
TCGA-CM-5863-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.619
GTEX-Q2AI-0426-SM-48U13,GTEX,Pancreas,Normal Tissue,Pancreas,5.217
TCGA-EL-A3T0-11,TCGA,Thyroid Carcinoma,Solid Tissue Normal,Thyroid Carcinoma,7.541
GTEX-ZYW4-0226-SM-5E44M,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,2.379
TCGA-A2-A0CO-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.411
TCGA-EJ-7783-11,TCGA,Prostate Adenocarcinoma,Solid Tissue Normal,Prostate Adenocarcinoma,6.368
GTEX-OOBJ-0006-SM-2I3F4,GTEX,Whole Blood,Normal Tissue,Whole Blood,-4.035
TCGA-QK-AA3K-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,-1.056
TCGA-VS-A950-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,6.953
GTEX-POYW-0008-SM-48TE4,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,-1.318
GTEX-14ABY-0011-R5b-SM-5SI7B,GTEX,Brain - Caudate (Basal Ganglia),Normal Tissue,Brain - Caudate (Basal Ganglia),-0.7588
GTEX-12696-1926-SM-5EGJT,GTEX,Colon - Sigmoid,Normal Tissue,Colon - Sigmoid,-0.2671
TCGA-AC-A3HN-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.823
TCGA-A3-A6NJ-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,6.752
TCGA-FS-A1YW-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-1.639
GTEX-ZTX8-0002-SM-4YCEU,GTEX,Cells - Ebv-Transformed Lymphocytes,Cell Line,Cells - Ebv-Transformed Lymphocytes,-2.826
TCGA-IR-A3LK-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,10.49
TCGA-A1-A0SF-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.598
TCGA-G4-6304-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,7.688
GTEX-13FHO-0826-SM-5L3E8,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,6.415
TCGA-XK-AAJR-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.954
GTEX-1192X-0326-SM-5H11U,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,-0.8599
TARGET-50-PALDWP-01,TARGET,Wilms Tumor,Primary Solid Tumor,Wilms Tumor,3.932
TCGA-DC-6155-01,TCGA,Rectum Adenocarcinoma,Primary Tumor,Rectum Adenocarcinoma,7.559
TCGA-DU-7009-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-2.635
TCGA-GL-A4EM-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,6.756
TCGA-AC-A6IW-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.487
TCGA-EW-A1J5-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.509
TCGA-DD-A4NE-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,5.216
TCGA-J8-A42S-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,9.948
TCGA-UF-A71A-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,8.352
TCGA-UF-A71A-06,TCGA,Head & Neck Squamous Cell Carcinoma,Metastatic,Head & Neck Squamous Cell Carcinoma,8.458
TCGA-3B-A9HP-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,-1.086
TCGA-BM-6198-01,TCGA,Rectum Adenocarcinoma,Primary Tumor,Rectum Adenocarcinoma,8.64
TCGA-ZP-A9D0-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,-2.727
TCGA-ZJ-AAXN-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,7.296
GTEX-WY7C-1126-SM-3NB3A,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-4.293
TCGA-KK-A6E5-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.634
GTEX-XPVG-2726-SM-4B66W,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,1.795
TCGA-JY-A6FD-01,TCGA,Esophageal Carcinoma,Primary Tumor,Esophageal Carcinoma,6.339
TCGA-44-2666-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,6.709
TCGA-X7-A8M7-01,TCGA,Thymoma,Primary Tumor,Thymoma,-0.3201
TCGA-X6-A8C6-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,2.808
TCGA-2J-AABE-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,8.645
TCGA-55-6979-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,7.702
GTEX-T2IS-2026-SM-4DM6W,GTEX,Ovary,Normal Tissue,Ovary,-0.8339
TCGA-22-4613-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,6.001
TCGA-D8-A27T-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.5
GTEX-ZTPG-0426-SM-5O98K,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,-2.826
GTEX-14753-1726-SM-5NQ9X,GTEX,Adrenal Gland,Normal Tissue,Adrenal Gland,-2.932
GTEX-ZXG5-0011-R6a-SM-57WBZ,GTEX,Brain - Nucleus Accumbens (Basal Ganglia),Normal Tissue,Brain - Nucleus Accumbens (Basal Ganglia),-2.826
TCGA-CC-A8HV-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,6.642
GTEX-X4EP-3026-SM-3P5YP,GTEX,Brain - Cerebellum,Normal Tissue,Brain - Cerebellum,-0.1187
TCGA-DJ-A3UO-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.625
TCGA-DD-A73G-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,-1.639
TCGA-B6-A1KN-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.729
GTEX-RU1J-0526-SM-46MUT,GTEX,Stomach,Normal Tissue,Stomach,-1.781
GTEX-QEG5-1226-SM-447AR,GTEX,Artery - Aorta,Normal Tissue,Artery - Aorta,-1.685
TCGA-DU-7010-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-3.626
GTEX-RN64-0726-SM-48FCV,GTEX,Artery - Coronary,Normal Tissue,Artery - Coronary,-0.8084
GTEX-WVJS-0226-SM-4MVOU,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,-0.7108
TCGA-BR-4257-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,9.594
GTEX-139T4-0008-SM-5S2WF,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,-1.026
GTEX-XUZC-0005-SM-4BOQ8,GTEX,Whole Blood,Normal Tissue,Whole Blood,-5.012
TCGA-CV-6937-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,5.678
TCGA-73-4676-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.543
TCGA-WC-A880-01,TCGA,Uveal Melanoma,Primary Tumor,Uveal Melanoma,-4.293
TCGA-CV-7250-11,TCGA,Head & Neck Squamous Cell Carcinoma,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,8.276
GTEX-13QJ3-0226-SM-5S2PU,GTEX,Testis,Normal Tissue,Testis,0.1388
TCGA-D3-A2JE-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-1.47
TCGA-CM-6678-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,8.44
TCGA-VD-AA8N-01,TCGA,Uveal Melanoma,Primary Tumor,Uveal Melanoma,-4.035
GTEX-Y3IK-2526-SM-4WWDM,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,-0.3383
TCGA-QH-A6X3-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-1.781
TCGA-FU-A23L-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,9.182
GTEX-RUSQ-1826-SM-2TF6E,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,-0.8084
